Date,Open,High,Low,Close,Adj Close,Volume
2021-06-04,61.459999,61.700001,60.779999,61.450001,57.914417,20427800
2021-06-07,61.330002,61.730000,61.020000,61.049999,57.537430,15477900
2021-06-08,61.500000,62.480000,60.669998,62.130001,58.555294,28953400
2021-06-09,62.669998,63.419998,62.189999,62.650002,59.045372,29133000
2021-06-10,63.610001,63.980000,62.250000,62.750000,59.139618,27488700
2021-06-11,63.009998,63.189999,62.139999,62.169998,58.592991,17631700
2021-06-14,62.299999,62.779999,61.570000,62.070000,58.498741,16997200
2021-06-15,62.480000,64.400002,62.349998,64.330002,60.628716,30717100
2021-06-16,64.320000,64.800003,63.560001,64.099998,60.411945,24803200
2021-06-17,63.860001,64.459999,61.270000,61.990002,58.423355,28491800
2021-06-18,61.000000,61.549999,60.240002,60.400002,56.924835,39590700
2021-06-21,60.930000,62.700001,60.900002,62.590000,58.988827,33145400
2021-06-22,62.849998,64.010002,62.230000,63.790001,60.119785,25140400
2021-06-23,64.050003,64.699997,63.580002,64.260002,60.562740,20701600
2021-06-24,64.150002,64.559998,63.810001,64.519997,60.807777,19568400
2021-06-25,64.610001,64.930000,64.360001,64.660004,60.939724,18438300
2021-06-28,64.559998,64.559998,62.750000,63.009998,59.384659,20570000
2021-06-29,63.209999,63.770000,62.590000,62.619999,59.017097,19579300
2021-06-30,62.700001,63.230000,62.450001,63.080002,59.450634,17875500
2021-07-01,64.330002,64.419998,62.770000,63.259998,59.620277,22530300
2021-07-02,63.009998,63.320000,62.419998,63.169998,59.535454,14555300
2021-07-06,62.750000,62.759998,60.900002,61.369999,57.839020,22110800
2021-07-07,61.180000,61.810001,59.619999,60.410000,56.934254,21671400
2021-07-08,59.450001,60.709999,59.310001,60.139999,56.679787,18935900
2021-07-09,60.700001,61.450001,60.240002,61.230000,57.707073,20086000
2021-07-12,60.419998,61.500000,60.160000,61.169998,57.650520,21809400
2021-07-13,61.000000,61.509998,60.509998,60.880001,57.377213,17147300
2021-07-14,61.169998,61.730000,59.360001,59.529999,56.104885,21573600
2021-07-15,59.169998,59.700001,58.770000,58.950001,55.558254,15851100
2021-07-16,59.180000,59.259998,57.150002,57.320000,54.022038,27049500
2021-07-19,55.639999,56.200001,54.599998,55.349998,52.165386,37969100
2021-07-20,55.500000,56.599998,55.029999,55.959999,52.740288,26756100
2021-07-21,56.860001,58.299999,56.830002,57.759998,54.436726,20908700
2021-07-22,57.730000,57.740002,56.660000,57.110001,53.824123,13493800
2021-07-23,57.290001,57.290001,56.470001,57.040001,53.758152,14088200
2021-07-26,57.160000,58.650002,57.000000,58.480000,55.115299,18387600
2021-07-27,58.009998,58.009998,57.209999,57.830002,54.502697,16861400
2021-07-28,58.000000,58.630001,57.619999,58.220001,54.870258,16855300
2021-07-29,59.000000,59.330002,58.560001,58.930000,55.539410,18607800
2021-07-30,58.880001,58.880001,57.320000,57.570000,54.257652,28652800
2021-08-02,57.549999,59.060001,57.400002,57.580002,54.267082,20873800
2021-08-03,57.570000,58.410000,56.930000,58.200001,54.851410,18208200
2021-08-04,57.189999,57.880001,56.810001,56.840000,53.569653,20868300
2021-08-05,57.130001,57.700001,56.830002,57.200001,53.908947,15180200
2021-08-06,57.660000,58.070000,57.529999,57.860001,54.530972,14888500
2021-08-09,57.130001,57.520000,56.830002,57.200001,53.908947,17828200
2021-08-10,57.419998,58.360001,57.299999,58.180000,54.832558,16340200
2021-08-11,58.189999,58.500000,57.720001,58.349998,54.992779,18278600
2021-08-12,57.400002,57.790001,56.869999,57.349998,54.868404,19225500
2021-08-13,57.029999,57.070000,56.299999,56.770000,54.313499,20063000
2021-08-16,56.020000,56.090000,55.270000,55.939999,53.519413,16959500
2021-08-17,55.500000,56.299999,55.000000,55.560001,53.155857,16243700
2021-08-18,55.419998,55.810001,54.310001,54.389999,52.036488,21890500
2021-08-19,53.470001,53.709999,52.099998,52.730000,50.448315,30923500
2021-08-20,52.270000,53.139999,52.110001,52.740002,50.457886,16918300
2021-08-23,53.950001,55.060001,53.950001,54.910000,52.533985,21632600
2021-08-24,55.290001,55.849998,55.009998,55.360001,52.964512,17915600
2021-08-25,55.240002,55.770000,54.869999,55.459999,53.060181,13270300
2021-08-26,55.200001,55.540001,54.630001,54.709999,52.342640,11842600
2021-08-27,55.400002,56.209999,55.400002,55.770000,53.356770,15822500
2021-08-30,56.240002,56.340000,55.119999,55.160000,52.773167,14086100
2021-08-31,54.930000,55.310001,54.459999,54.520000,52.160862,27104100
2021-09-01,54.490002,54.759998,53.599998,53.770000,51.443314,21644100
2021-09-02,54.290001,55.639999,54.270000,55.080002,52.696632,23293300
2021-09-03,55.119999,55.320000,54.599998,54.869999,52.495712,13840000
2021-09-07,54.669998,55.270000,54.470001,54.549999,52.189560,14354400
2021-09-08,54.790001,55.180000,54.009998,54.049999,51.711201,18756700
2021-09-09,53.619999,55.000000,53.299999,54.090000,51.749470,19110800
2021-09-10,55.189999,55.230000,53.950001,53.980000,51.644226,15123700
2021-09-13,54.650002,55.930000,54.619999,55.369999,52.974075,22052300
2021-09-14,55.689999,55.770000,54.410000,54.580002,52.218266,19940300
2021-09-15,55.369999,56.529999,55.310001,56.419998,53.978645,23240900
2021-09-16,56.459999,56.459999,55.500000,55.820000,53.404606,17907200
2021-09-17,55.340000,56.750000,55.099998,55.160000,52.773167,30000400
2021-09-20,53.779999,54.169998,52.959999,53.689999,51.366776,27555100
2021-09-21,54.369999,54.509998,53.250000,53.639999,51.318939,19696800
2021-09-22,54.430000,55.910000,54.369999,55.209999,52.821007,25690600
2021-09-23,55.419998,57.240002,55.279999,57.080002,54.610088,23069400
2021-09-24,56.700001,57.820000,56.680000,57.590000,55.098019,22328600
2021-09-27,58.849998,59.799999,58.820000,59.299999,56.734024,32972200
2021-09-28,59.900002,60.480000,59.509998,59.919998,57.327194,37619300
2021-09-29,59.840000,60.189999,59.049999,59.880001,57.288929,23422800
2021-09-30,60.119999,60.169998,58.810001,58.820000,56.274796,31289600
2021-10-01,59.410000,60.990002,59.410000,60.930000,58.293495,24407300
2021-10-04,61.320000,62.070000,60.950001,61.720001,59.049309,33946700
2021-10-05,62.520000,62.700001,61.020000,61.619999,58.953636,29641600
2021-10-06,60.470001,61.119999,59.750000,60.490002,57.872532,25284900
2021-10-07,60.610001,61.080002,60.139999,60.660000,58.035179,19513600
2021-10-08,61.250000,62.419998,61.250000,62.180000,59.489407,22186900
2021-10-11,63.029999,63.060001,61.500000,61.560001,58.896233,22121500
2021-10-12,61.570000,61.980000,60.849998,61.240002,58.590080,20198600
2021-10-13,60.779999,61.389999,60.209999,61.070000,58.427433,14991700
2021-10-14,61.709999,62.220001,61.169998,62.000000,59.317192,18594500
2021-10-15,62.730000,63.070000,62.439999,62.590000,59.881664,16092600
2021-10-18,63.090000,63.139999,62.270000,62.560001,59.852959,18282800
2021-10-19,62.869999,63.610001,62.669998,63.500000,60.752289,18933200
2021-10-20,62.889999,63.869999,62.720001,63.849998,61.087143,14305200
2021-10-21,63.470001,63.639999,62.349998,62.689999,59.977333,16564600
2021-10-22,62.770000,63.220001,62.349998,63.119999,60.388729,14266800
2021-10-25,63.720001,64.419998,63.580002,64.349998,61.565506,17939800
2021-10-26,64.489998,65.940002,64.360001,65.839996,62.991028,25585100
2021-10-27,65.160004,65.250000,63.980000,64.129997,61.355019,21764500
2021-10-28,63.820000,64.470001,63.630001,64.309998,61.527237,16626400
2021-10-29,65.050003,65.360001,64.330002,64.470001,61.680313,23966300
2021-11-01,65.070000,66.080002,65.019997,65.629997,62.790115,19656400
2021-11-02,65.029999,65.449997,64.660004,64.820000,62.015171,16300000
2021-11-03,64.040001,64.449997,63.660000,63.930000,61.163677,17372800
2021-11-04,64.680000,64.889999,63.830002,64.410004,61.622917,17720100
2021-11-05,65.050003,65.330002,64.559998,65.019997,62.206509,18565100
2021-11-08,65.550003,66.379997,65.379997,65.720001,62.876228,17696000
2021-11-09,65.769997,66.370003,65.309998,66.360001,63.488529,18781300
2021-11-10,65.320000,65.650002,63.770000,64.190002,62.237770,20177200
2021-11-11,64.190002,64.830002,64.019997,64.309998,62.354115,13319300
2021-11-12,63.959999,64.370003,63.580002,63.820000,61.879017,18158900
2021-11-15,63.759998,64.769997,63.220001,64.370003,62.412292,18849200
2021-11-16,64.339996,65.370003,64.339996,65.019997,63.042519,17028700
2021-11-17,64.379997,65.239998,64.180000,64.309998,62.354115,15497000
2021-11-18,64.160004,64.529999,63.110001,63.610001,61.675407,16948200
2021-11-19,61.889999,62.029999,60.410000,60.669998,58.824818,32035500
2021-11-22,60.320000,62.540001,60.320000,61.509998,59.639267,21994400
2021-11-23,62.189999,63.380001,61.919998,63.130001,61.210003,21185900
2021-11-24,62.580002,63.849998,62.580002,63.480000,61.549358,15869700
2021-11-26,60.520000,61.419998,59.540001,61.250000,59.387177,24979600
2021-11-29,62.570000,63.139999,61.290001,61.590000,59.716843,18946400
2021-11-30,60.459999,61.189999,59.660000,59.840000,58.020065,34979800
2021-12-01,60.900002,62.029999,59.750000,59.790001,57.971584,30630600
2021-12-02,59.740002,61.580002,59.139999,61.279999,59.416267,29216000
2021-12-03,61.919998,62.230000,60.349998,60.889999,59.038128,22014700
2021-12-06,61.720001,62.160000,61.419998,61.580002,59.707146,19210500
2021-12-07,62.340000,63.029999,62.099998,62.270000,60.376160,19800400
2021-12-08,62.610001,63.189999,62.340000,62.450001,60.550686,18214400
2021-12-09,62.049999,62.770000,61.810001,62.610001,60.705822,16910300
2021-12-10,63.270000,63.349998,62.230000,63.009998,61.093651,17942400
2021-12-13,62.470001,62.720001,61.349998,61.630001,59.755623,17793700
2021-12-14,61.259998,62.470001,61.220001,61.540001,59.668362,22551100
2021-12-15,61.189999,61.500000,60.009998,61.270000,59.406570,19961900
2021-12-16,61.439999,62.450001,61.299999,61.369999,59.503532,21187800
2021-12-17,60.950001,61.279999,59.689999,60.029999,58.204281,44338100
2021-12-20,58.790001,59.250000,57.959999,59.160000,57.360744,21819300
2021-12-21,59.750000,60.680000,59.720001,60.500000,58.659992,19798900
2021-12-22,60.340000,61.369999,59.970001,60.990002,59.135094,14058300
2021-12-23,61.169998,61.840000,61.000000,61.020000,59.164177,13543300
2021-12-27,60.930000,61.950001,60.419998,61.889999,60.007713,12593700
2021-12-28,61.910000,62.310001,61.400002,61.689999,59.813797,12781000
2021-12-29,61.480000,61.599998,60.919998,61.150002,59.290222,12733600
2021-12-30,61.220001,61.599998,60.770000,60.790001,58.941174,11940300
